time;V(/VOUT)1;
5.73202e-06;-0.129619;
5.73302e-06;-0.129619;
5.73402e-06;-0.129619;
5.73502e-06;-0.129619;
5.73602e-06;-0.129619;
5.73702e-06;-0.129619;
5.73802e-06;-0.129619;
5.73902e-06;-0.129619;
5.74002e-06;-0.129619;
5.74102e-06;-0.129619;
5.74202e-06;-0.129619;
5.74302e-06;-0.129619;
5.74402e-06;-0.129619;
5.74502e-06;-0.129619;
5.74602e-06;-0.129619;
5.74702e-06;-0.129619;
5.74802e-06;-0.129619;
5.74902e-06;-0.129619;
5.75002e-06;-0.129619;
5.75102e-06;-0.129619;
5.75202e-06;-0.129619;
5.75302e-06;-0.129619;
5.75402e-06;-0.129619;
5.75502e-06;-0.129619;
5.75602e-06;-0.129619;
5.75702e-06;-0.129619;
5.75802e-06;-0.129619;
5.75902e-06;-0.129619;
5.76002e-06;-0.129619;
5.76102e-06;-0.129619;
5.76202e-06;-0.129619;
5.76302e-06;-0.129619;
5.76402e-06;-0.129619;
5.76502e-06;-0.129619;
5.76602e-06;-0.129619;
5.76702e-06;-0.129619;
5.76802e-06;-0.129619;
5.76902e-06;-0.129619;
5.77002e-06;-0.129619;
5.77102e-06;-0.129619;
5.77202e-06;-0.129619;
5.77302e-06;-0.129619;
5.77402e-06;-0.129619;
5.77502e-06;-0.129619;
5.77602e-06;-0.129619;
5.77702e-06;-0.129619;
5.77802e-06;-0.129619;
5.77902e-06;-0.129619;
5.78002e-06;-0.129619;
5.78102e-06;-0.129619;
5.78202e-06;-0.129619;
5.78302e-06;-0.129619;
5.78402e-06;-0.129619;
5.78502e-06;-0.129619;
5.78602e-06;-0.129619;
5.78702e-06;-0.129619;
5.78802e-06;-0.129619;
5.78902e-06;-0.129619;
5.79002e-06;-0.129619;
5.79102e-06;-0.129619;
5.79202e-06;-0.129619;
5.79302e-06;-0.129619;
5.79402e-06;-0.129619;
5.79502e-06;-0.129619;
5.79602e-06;-0.129619;
5.79702e-06;-0.129619;
5.79802e-06;-0.129619;
5.79902e-06;-0.129619;
5.80002e-06;-0.129619;
5.80102e-06;-0.129619;
5.80202e-06;-0.129619;
5.80302e-06;-0.129619;
5.80402e-06;-0.129619;
5.80502e-06;-0.129619;
5.80602e-06;-0.129619;
5.80702e-06;-0.129619;
5.80802e-06;-0.129619;
5.80902e-06;-0.129619;
5.81002e-06;-0.129619;
5.81102e-06;-0.129619;
5.81202e-06;-0.129619;
5.81302e-06;-0.129619;
5.81402e-06;-0.129619;
5.81502e-06;-0.129619;
5.81602e-06;-0.129619;
5.81702e-06;-0.129619;
5.81802e-06;-0.129619;
5.81902e-06;-0.129619;
5.82002e-06;-0.129619;
5.82102e-06;-0.129619;
5.82202e-06;-0.129619;
5.82302e-06;-0.129619;
5.82402e-06;-0.129619;
5.82502e-06;-0.129619;
5.82602e-06;-0.129619;
5.82702e-06;-0.129619;
5.82802e-06;-0.129619;
5.82902e-06;-0.129619;
5.83002e-06;-0.129619;
5.83102e-06;-0.129619;
5.83202e-06;-0.129619;
5.83302e-06;-0.129619;
5.83402e-06;-0.129619;
5.83502e-06;-0.129619;
5.83602e-06;-0.129619;
5.83702e-06;-0.129619;
5.83802e-06;-0.129619;
5.83902e-06;-0.129619;
5.84002e-06;-0.129619;
5.84102e-06;-0.129619;
5.84202e-06;-0.129619;
5.84302e-06;-0.129619;
5.84402e-06;-0.129619;
5.84502e-06;-0.129619;
5.84602e-06;-0.129619;
5.84702e-06;-0.129619;
5.84802e-06;-0.129619;
5.84902e-06;-0.129619;
5.85002e-06;-0.129619;
5.85102e-06;-0.129619;
5.85202e-06;-0.129619;
5.85302e-06;-0.129619;
5.85402e-06;-0.129619;
5.85502e-06;-0.129619;
5.85602e-06;-0.129619;
5.85702e-06;-0.129619;
5.85802e-06;-0.129619;
5.85902e-06;-0.129619;
5.86002e-06;-0.129619;
5.86102e-06;-0.129619;
5.86202e-06;-0.129619;
5.86302e-06;-0.129619;
5.86402e-06;-0.129619;
5.86502e-06;-0.129619;
5.86602e-06;-0.129619;
5.86702e-06;-0.129619;
5.86802e-06;-0.129619;
5.86902e-06;-0.129619;
5.87002e-06;-0.129619;
5.87102e-06;-0.129619;
5.87202e-06;-0.129619;
5.87302e-06;-0.129619;
5.87402e-06;-0.129619;
5.87502e-06;-0.129619;
5.87602e-06;-0.129619;
5.87702e-06;-0.129619;
5.87802e-06;-0.129619;
5.87902e-06;-0.129619;
5.88002e-06;-0.129619;
5.88102e-06;-0.129619;
5.88202e-06;-0.129619;
5.88302e-06;-0.129619;
5.88402e-06;-0.129619;
5.88502e-06;-0.129619;
5.88602e-06;-0.129619;
5.88702e-06;-0.129619;
5.88802e-06;-0.129619;
5.88902e-06;-0.129619;
5.89002e-06;-0.129619;
5.89102e-06;-0.129619;
5.89202e-06;-0.129619;
5.89302e-06;-0.129619;
5.89402e-06;-0.129619;
5.89502e-06;-0.129619;
5.89602e-06;-0.129619;
5.89702e-06;-0.129619;
5.89802e-06;-0.129619;
5.89902e-06;-0.129619;
5.90002e-06;-0.129619;
5.90102e-06;-0.129619;
5.90202e-06;-0.129619;
5.90302e-06;-0.129619;
5.90402e-06;-0.129619;
5.90502e-06;-0.129619;
5.90602e-06;-0.129619;
5.90702e-06;-0.129619;
5.90802e-06;-0.129619;
5.90902e-06;-0.129619;
5.91002e-06;-0.129619;
5.91102e-06;-0.129619;
5.91202e-06;-0.129619;
5.91302e-06;-0.129619;
5.91402e-06;-0.129619;
5.91502e-06;-0.129619;
5.91602e-06;-0.129619;
5.91702e-06;-0.129619;
5.91802e-06;-0.129619;
5.91902e-06;-0.129619;
5.92002e-06;-0.129619;
5.92102e-06;-0.129619;
5.92202e-06;-0.129619;
5.92302e-06;-0.129619;
5.92402e-06;-0.129619;
5.92502e-06;-0.129619;
5.92602e-06;-0.129619;
5.92702e-06;-0.129619;
5.92802e-06;-0.129619;
5.92902e-06;-0.129619;
5.93002e-06;-0.129619;
5.93102e-06;-0.129619;
5.93202e-06;-0.129619;
5.93302e-06;-0.129619;
5.93402e-06;-0.129619;
5.93502e-06;-0.129619;
5.93602e-06;-0.129619;
5.93702e-06;-0.129619;
5.93802e-06;-0.129619;
5.93902e-06;-0.129619;
5.94002e-06;-0.129619;
5.94102e-06;-0.129619;
5.94202e-06;-0.129619;
5.94302e-06;-0.129619;
5.94402e-06;-0.129619;
5.94502e-06;-0.129619;
5.94602e-06;-0.129619;
5.94702e-06;-0.129619;
5.94802e-06;-0.129619;
5.94902e-06;-0.129619;
5.95002e-06;-0.129619;
5.95102e-06;-0.129619;
5.95202e-06;-0.129619;
5.95302e-06;-0.129619;
5.95402e-06;-0.129619;
5.95502e-06;-0.129619;
5.95602e-06;-0.129619;
5.95702e-06;-0.129619;
5.95802e-06;-0.129619;
5.95902e-06;-0.129619;
5.96002e-06;-0.129619;
5.96102e-06;-0.129619;
5.96202e-06;-0.129619;
5.96302e-06;-0.129619;
5.96402e-06;-0.129619;
5.96502e-06;-0.129619;
5.96602e-06;-0.129619;
5.96702e-06;-0.129619;
5.96802e-06;-0.129619;
5.96902e-06;-0.129619;
5.97002e-06;-0.129619;
5.97102e-06;-0.129619;
5.97202e-06;-0.129619;
5.97302e-06;-0.129619;
5.97402e-06;-0.129619;
5.97502e-06;-0.129619;
5.97602e-06;-0.129619;
5.97702e-06;-0.129619;
5.97802e-06;-0.129619;
5.97902e-06;-0.129619;
5.98002e-06;-0.129619;
5.98102e-06;-0.129619;
5.98202e-06;-0.129619;
5.98302e-06;-0.129619;
5.98402e-06;-0.129619;
5.98502e-06;-0.129619;
5.98602e-06;-0.129619;
5.98702e-06;-0.129619;
5.98802e-06;-0.129619;
5.98902e-06;-0.129619;
5.99002e-06;-0.129619;
5.99102e-06;-0.129619;
5.99202e-06;-0.129619;
5.99302e-06;-0.129619;
5.99402e-06;-0.129619;
5.99502e-06;-0.129619;
5.99602e-06;-0.129619;
5.99702e-06;-0.129619;
5.99802e-06;-0.129619;
5.99902e-06;-0.129619;
6.00002e-06;-0.129619;
6.00102e-06;-0.129619;
6.00202e-06;-0.129619;
6.00302e-06;-0.129619;
6.00402e-06;-0.129619;
6.00502e-06;-0.129619;
6.00602e-06;-0.129619;
6.00702e-06;-0.129619;
6.00802e-06;-0.129619;
6.00902e-06;-0.129619;
6.01002e-06;-0.129619;
6.01102e-06;-0.129619;
6.01202e-06;-0.129619;
6.01302e-06;-0.129619;
6.01402e-06;-0.129619;
6.01502e-06;-0.129619;
6.01602e-06;-0.129619;
6.01702e-06;-0.129619;
6.01802e-06;-0.129619;
6.01902e-06;-0.129619;
6.02002e-06;-0.129619;
6.02102e-06;-0.129619;
6.02202e-06;-0.129619;
6.02302e-06;-0.129619;
6.02402e-06;-0.129619;
6.02502e-06;-0.129619;
6.02602e-06;-0.129619;
6.02702e-06;-0.129619;
6.02802e-06;-0.129619;
6.02902e-06;-0.129619;
6.03002e-06;-0.129619;
6.03102e-06;-0.129619;
6.03202e-06;-0.129619;
6.03302e-06;-0.129619;
6.03402e-06;-0.129619;
6.03502e-06;-0.129619;
6.03602e-06;-0.129619;
6.03702e-06;-0.129619;
6.03802e-06;-0.129619;
6.03902e-06;-0.129619;
6.04002e-06;-0.129619;
6.04102e-06;-0.129619;
6.04202e-06;-0.129619;
6.04302e-06;-0.129619;
6.04402e-06;-0.129619;
6.04502e-06;-0.129619;
6.04602e-06;-0.129619;
6.04702e-06;-0.129619;
6.04802e-06;-0.129619;
6.04902e-06;-0.129619;
6.05002e-06;-0.129619;
6.05102e-06;-0.129619;
6.05202e-06;-0.129619;
6.05302e-06;-0.129619;
6.05402e-06;-0.129619;
6.05502e-06;-0.129619;
6.05602e-06;-0.129619;
6.05702e-06;-0.129619;
6.05802e-06;-0.129619;
6.05902e-06;-0.129619;
6.06002e-06;-0.129619;
6.06102e-06;-0.129619;
6.06202e-06;-0.129619;
6.06302e-06;-0.129619;
6.06402e-06;-0.129619;
6.06502e-06;-0.129619;
6.06602e-06;-0.129619;
6.06702e-06;-0.129619;
6.06802e-06;-0.129619;
6.06902e-06;-0.129619;
6.07002e-06;-0.129619;
6.07102e-06;-0.129619;
6.07202e-06;-0.129619;
6.07302e-06;-0.129619;
6.07402e-06;-0.129619;
6.07502e-06;-0.129619;
6.07602e-06;-0.129619;
6.07702e-06;-0.129619;
6.07802e-06;-0.129619;
6.07902e-06;-0.129619;
6.08002e-06;-0.129619;
6.08102e-06;-0.129619;
6.08202e-06;-0.129619;
6.08302e-06;-0.129619;
6.08402e-06;-0.129619;
6.08502e-06;-0.129619;
6.08602e-06;-0.129619;
6.08702e-06;-0.129619;
6.08802e-06;-0.129619;
6.08902e-06;-0.129619;
6.09002e-06;-0.129619;
6.09102e-06;-0.129619;
6.09202e-06;-0.129619;
6.09302e-06;-0.129619;
6.09402e-06;-0.129619;
6.09502e-06;-0.129619;
6.09602e-06;-0.129619;
6.09702e-06;-0.129619;
6.09802e-06;-0.129619;
6.09902e-06;-0.129619;
6.10002e-06;-0.129619;
6.10102e-06;-0.129619;
6.10202e-06;-0.129619;
6.10302e-06;-0.129619;
6.10402e-06;-0.129619;
6.10502e-06;-0.129619;
6.10602e-06;-0.129619;
6.10702e-06;-0.129619;
6.10802e-06;-0.129619;
6.10902e-06;-0.129619;
6.11002e-06;-0.129619;
6.11102e-06;-0.129619;
6.11202e-06;-0.129619;
6.11302e-06;-0.129619;
6.11402e-06;-0.129619;
6.11502e-06;-0.129619;
6.11602e-06;-0.129619;
6.11702e-06;-0.129619;
6.11802e-06;-0.129619;
6.11902e-06;-0.129619;
6.12002e-06;-0.129619;
6.12102e-06;-0.129619;
6.12202e-06;-0.129619;
6.12302e-06;-0.129619;
6.12402e-06;-0.129619;
6.12502e-06;-0.129619;
6.12602e-06;-0.129619;
6.12702e-06;-0.129619;
6.12802e-06;-0.129619;
6.12902e-06;-0.129619;
6.13002e-06;-0.129619;
6.13102e-06;-0.129619;
6.13202e-06;-0.129619;
6.13302e-06;-0.129619;
6.13402e-06;-0.129619;
6.13502e-06;-0.129619;
6.13602e-06;-0.129619;
6.13702e-06;-0.129619;
6.13802e-06;-0.129619;
6.13902e-06;-0.129619;
6.14002e-06;-0.129619;
6.14102e-06;-0.129619;
6.14202e-06;-0.129619;
6.14302e-06;-0.129619;
6.14402e-06;-0.129619;
6.14502e-06;-0.129619;
6.14602e-06;-0.129619;
6.14702e-06;-0.129619;
6.14802e-06;-0.129619;
6.14902e-06;-0.129619;
6.15002e-06;-0.129619;
6.15102e-06;-0.129619;
6.15202e-06;-0.129619;
6.15302e-06;-0.129619;
6.15402e-06;-0.129619;
6.15502e-06;-0.129619;
6.15602e-06;-0.129619;
6.15702e-06;-0.129619;
6.15802e-06;-0.129619;
6.15902e-06;-0.129619;
6.16002e-06;-0.129619;
6.16102e-06;-0.129619;
6.16202e-06;-0.129619;
6.16302e-06;-0.129619;
6.16402e-06;-0.129619;
6.16502e-06;-0.129619;
6.16602e-06;-0.129619;
6.16702e-06;-0.129619;
6.16802e-06;-0.129619;
6.16902e-06;-0.129619;
6.17002e-06;-0.129619;
6.17102e-06;-0.129619;
6.17202e-06;-0.129619;
6.17302e-06;-0.129619;
6.17402e-06;-0.129619;
6.17502e-06;-0.129619;
6.17602e-06;-0.129619;
6.17702e-06;-0.129619;
6.17802e-06;-0.129619;
6.17902e-06;-0.129619;
6.18002e-06;-0.129619;
6.18102e-06;-0.129619;
6.18202e-06;-0.129619;
6.18302e-06;-0.129619;
6.18402e-06;-0.129619;
6.18502e-06;-0.129619;
6.18602e-06;-0.129619;
6.18702e-06;-0.129619;
6.18802e-06;-0.129619;
6.18902e-06;-0.129619;
6.19002e-06;-0.129619;
6.19102e-06;-0.129619;
6.19202e-06;-0.129619;
6.19302e-06;-0.129619;
6.19402e-06;-0.129619;
6.19502e-06;-0.129619;
6.19602e-06;-0.129619;
6.19702e-06;-0.129619;
6.19802e-06;-0.129619;
6.19902e-06;-0.129619;
6.20002e-06;-0.129619;
6.20102e-06;-0.129619;
6.20202e-06;-0.129619;
6.20302e-06;-0.129619;
6.20402e-06;-0.129619;
6.20502e-06;-0.129619;
6.20602e-06;-0.129619;
6.20702e-06;-0.129619;
6.20802e-06;-0.129619;
6.20902e-06;-0.129619;
6.21002e-06;-0.129619;
6.21102e-06;-0.129619;
6.21202e-06;-0.129619;
6.21302e-06;-0.129619;
6.21402e-06;-0.129619;
6.21502e-06;-0.129619;
6.21602e-06;-0.129619;
6.21702e-06;-0.129619;
6.21802e-06;-0.129619;
6.21902e-06;-0.129619;
6.22002e-06;-0.129619;
6.22102e-06;-0.129619;
6.22202e-06;-0.129619;
6.22302e-06;-0.129619;
6.22402e-06;-0.129619;
6.22502e-06;-0.129619;
6.22602e-06;-0.129619;
6.22702e-06;-0.129619;
6.22802e-06;-0.129619;
6.22902e-06;-0.129619;
6.23002e-06;-0.129619;
6.23102e-06;-0.129619;
6.23202e-06;-0.129619;
6.23302e-06;-0.129619;
6.23402e-06;-0.129619;
6.23502e-06;-0.129619;
6.23602e-06;-0.129619;
6.23702e-06;-0.129619;
6.23802e-06;-0.129619;
6.23902e-06;-0.129619;
6.24002e-06;-0.129619;
6.24102e-06;-0.129619;
6.24202e-06;-0.129619;
6.24302e-06;-0.129619;
6.24402e-06;-0.129619;
6.24502e-06;-0.129619;
6.24602e-06;-0.129619;
6.24702e-06;-0.129619;
6.24802e-06;-0.129619;
6.24902e-06;-0.129619;
6.25002e-06;-0.129619;
6.25102e-06;-0.129619;
6.25202e-06;-0.129619;
6.25302e-06;-0.129619;
6.25402e-06;-0.129619;
6.25502e-06;-0.129619;
6.25602e-06;-0.129619;
6.25702e-06;-0.129619;
6.25802e-06;-0.129619;
6.25902e-06;-0.129619;
6.26002e-06;-0.129619;
6.26102e-06;-0.129619;
6.26202e-06;-0.129619;
6.26302e-06;-0.129619;
6.26402e-06;-0.129619;
6.26502e-06;-0.129619;
6.26602e-06;-0.129619;
6.26702e-06;-0.129619;
6.26802e-06;-0.129619;
6.26902e-06;-0.129619;
6.27002e-06;-0.129619;
6.27102e-06;-0.129619;
6.27202e-06;-0.129619;
6.27302e-06;-0.129619;
6.27402e-06;-0.129619;
6.27502e-06;-0.129619;
6.27602e-06;-0.129619;
6.27702e-06;-0.129619;
6.27802e-06;-0.129619;
6.27902e-06;-0.129619;
6.28002e-06;-0.129619;
6.28102e-06;-0.129619;
6.28202e-06;-0.129619;
6.28302e-06;-0.129619;
6.28402e-06;-0.129619;
6.28502e-06;-0.129619;
6.28602e-06;-0.129619;
6.28702e-06;-0.129619;
6.28802e-06;-0.129619;
6.28902e-06;-0.129619;
6.29002e-06;-0.129619;
6.29102e-06;-0.129619;
6.29202e-06;-0.129619;
6.29302e-06;-0.129619;
6.29402e-06;-0.129619;
6.29502e-06;-0.129619;
6.29602e-06;-0.129619;
6.29702e-06;-0.129619;
6.29802e-06;-0.129619;
6.29902e-06;-0.129619;
6.30002e-06;-0.129619;
6.30102e-06;-0.129619;
6.30202e-06;-0.129619;
6.30302e-06;-0.129619;
6.30402e-06;-0.129619;
6.30502e-06;-0.129619;
6.30602e-06;-0.129619;
6.30702e-06;-0.129619;
6.30802e-06;-0.129619;
6.30902e-06;-0.129619;
6.31002e-06;-0.129619;
6.31102e-06;-0.129619;
6.31202e-06;-0.129619;
6.31302e-06;-0.129619;
6.31402e-06;-0.129619;
6.31502e-06;-0.129619;
6.31602e-06;-0.129619;
6.31702e-06;-0.129619;
6.31802e-06;-0.129619;
6.31902e-06;-0.129619;
6.32002e-06;-0.129619;
6.32102e-06;-0.129619;
6.32202e-06;-0.129619;
6.32302e-06;-0.129619;
6.32402e-06;-0.129619;
6.32502e-06;-0.129619;
6.32602e-06;-0.129619;
6.32702e-06;-0.129619;
6.32802e-06;-0.129619;
6.32902e-06;-0.129619;
6.33002e-06;-0.129619;
6.33102e-06;-0.129619;
6.33202e-06;-0.129619;
6.33302e-06;-0.129619;
6.33402e-06;-0.129619;
6.33502e-06;-0.129619;
6.33602e-06;-0.129619;
6.33702e-06;-0.129619;
6.33802e-06;-0.129619;
6.33902e-06;-0.129619;
6.34002e-06;-0.129619;
6.34102e-06;-0.129619;
6.34202e-06;-0.129619;
6.34302e-06;-0.129619;
6.34402e-06;-0.129619;
6.34502e-06;-0.129619;
6.34602e-06;-0.129619;
6.34702e-06;-0.129619;
6.34802e-06;-0.129619;
6.34902e-06;-0.129619;
6.35002e-06;-0.129619;
6.35102e-06;-0.129619;
6.35202e-06;-0.129619;
6.35302e-06;-0.129619;
6.35402e-06;-0.129619;
6.35502e-06;-0.129619;
6.35602e-06;-0.129619;
6.35702e-06;-0.129619;
6.35802e-06;-0.129619;
6.35902e-06;-0.129619;
6.36002e-06;-0.129619;
6.36102e-06;-0.129619;
6.36202e-06;-0.129619;
6.36302e-06;-0.129619;
6.36402e-06;-0.129619;
6.36502e-06;-0.129619;
6.36602e-06;-0.129619;
6.36702e-06;-0.129619;
6.36802e-06;-0.129619;
6.36902e-06;-0.129619;
6.37002e-06;-0.129619;
6.37102e-06;-0.129619;
6.37202e-06;-0.129619;
6.37302e-06;-0.129619;
6.37402e-06;-0.129619;
6.37502e-06;-0.129619;
6.37602e-06;-0.129619;
6.37702e-06;-0.129619;
6.37802e-06;-0.129619;
6.37902e-06;-0.129619;
6.38002e-06;-0.129619;
6.38102e-06;-0.129619;
6.38202e-06;-0.129619;
6.38302e-06;-0.129619;
6.38402e-06;-0.129619;
6.38502e-06;-0.129619;
6.38602e-06;-0.129619;
6.38702e-06;-0.129619;
6.38802e-06;-0.129619;
6.38902e-06;-0.129619;
6.39002e-06;-0.129619;
6.39102e-06;-0.129619;
6.39202e-06;-0.129619;
6.39302e-06;-0.129619;
6.39402e-06;-0.129619;
6.39502e-06;-0.129619;
6.39602e-06;-0.129619;
6.39702e-06;-0.129619;
6.39802e-06;-0.129619;
6.39902e-06;-0.129619;
6.40002e-06;-0.129619;
6.40102e-06;-0.129619;
6.40202e-06;-0.129619;
6.40302e-06;-0.129619;
6.40402e-06;-0.129619;
6.40502e-06;-0.129619;
6.40602e-06;-0.129619;
6.40702e-06;-0.129619;
6.40802e-06;-0.129619;
6.40902e-06;-0.129619;
6.41002e-06;-0.129619;
6.41102e-06;-0.129619;
6.41202e-06;-0.129619;
6.41302e-06;-0.129619;
6.41402e-06;-0.129619;
6.41502e-06;-0.129619;
6.41602e-06;-0.129619;
6.41702e-06;-0.129619;
6.41802e-06;-0.129619;
6.41902e-06;-0.129619;
6.42002e-06;-0.129619;
6.42102e-06;-0.129619;
6.42202e-06;-0.129619;
6.42302e-06;-0.129619;
6.42402e-06;-0.129619;
6.42502e-06;-0.129619;
6.42602e-06;-0.129619;
6.42702e-06;-0.129619;
6.42802e-06;-0.129619;
6.42902e-06;-0.129619;
6.43002e-06;-0.129619;
6.43102e-06;-0.129619;
6.43202e-06;-0.129619;
6.43302e-06;-0.129619;
6.43402e-06;-0.129619;
6.43502e-06;-0.129619;
6.43602e-06;-0.129619;
6.43702e-06;-0.129619;
6.43802e-06;-0.129619;
6.43902e-06;-0.129619;
6.44002e-06;-0.129619;
6.44102e-06;-0.129619;
6.44202e-06;-0.129619;
6.44302e-06;-0.129619;
6.44402e-06;-0.129619;
6.44502e-06;-0.129619;
6.44602e-06;-0.129619;
6.44702e-06;-0.129619;
6.44802e-06;-0.129619;
6.44902e-06;-0.129619;
6.45002e-06;-0.129619;
6.45102e-06;-0.129619;
6.45202e-06;-0.129619;
6.45302e-06;-0.129619;
6.45402e-06;-0.129619;
6.45502e-06;-0.129619;
6.45602e-06;-0.129619;
6.45702e-06;-0.129619;
6.45802e-06;-0.129619;
6.45902e-06;-0.129619;
6.46002e-06;-0.12962;
6.46102e-06;-0.12962;
6.46202e-06;-0.12962;
6.46302e-06;-0.12962;
6.46402e-06;-0.12962;
6.46502e-06;-0.12962;
6.46602e-06;-0.12962;
6.46702e-06;-0.12962;
6.46802e-06;-0.12962;
6.46902e-06;-0.12962;
6.47002e-06;-0.12962;
6.47102e-06;-0.12962;
6.47202e-06;-0.12962;
6.47302e-06;-0.12962;
6.47402e-06;-0.12962;
6.47502e-06;-0.12962;
6.47602e-06;-0.12962;
6.47702e-06;-0.12962;
6.47802e-06;-0.12962;
6.47902e-06;-0.12962;
6.48002e-06;-0.12962;
6.48102e-06;-0.12962;
6.48202e-06;-0.12962;
6.48302e-06;-0.12962;
6.48402e-06;-0.12962;
6.48502e-06;-0.12962;
6.48602e-06;-0.12962;
6.48702e-06;-0.12962;
6.48802e-06;-0.12962;
6.48902e-06;-0.12962;
6.49002e-06;-0.12962;
6.49102e-06;-0.12962;
6.49202e-06;-0.12962;
6.49302e-06;-0.12962;
6.49402e-06;-0.12962;
6.49502e-06;-0.12962;
6.49602e-06;-0.12962;
6.49702e-06;-0.12962;
6.49802e-06;-0.12962;
6.49902e-06;-0.12962;
6.50002e-06;-0.12962;
6.50102e-06;-0.12962;
6.50202e-06;-0.12962;
6.50302e-06;-0.12962;
6.50402e-06;-0.12962;
6.50502e-06;-0.12962;
6.50602e-06;-0.12962;
6.50702e-06;-0.12962;
6.50802e-06;-0.12962;
6.50902e-06;-0.12962;
6.51002e-06;-0.12962;
6.51102e-06;-0.12962;
6.51202e-06;-0.12962;
6.51302e-06;-0.12962;
6.51402e-06;-0.12962;
6.51502e-06;-0.12962;
6.51602e-06;-0.12962;
6.51702e-06;-0.12962;
6.51802e-06;-0.12962;
6.51902e-06;-0.12962;
6.52002e-06;-0.12962;
6.52102e-06;-0.12962;
6.52202e-06;-0.12962;
6.52302e-06;-0.12962;
6.52402e-06;-0.12962;
6.52502e-06;-0.12962;
6.52602e-06;-0.12962;
6.52702e-06;-0.12962;
6.52802e-06;-0.12962;
6.52902e-06;-0.12962;
6.53002e-06;-0.12962;
6.53102e-06;-0.12962;
6.53202e-06;-0.12962;
6.53302e-06;-0.12962;
6.53402e-06;-0.12962;
6.53502e-06;-0.12962;
6.53602e-06;-0.12962;
6.53702e-06;-0.12962;
6.53802e-06;-0.12962;
6.53902e-06;-0.12962;
6.54002e-06;-0.12962;
6.54102e-06;-0.12962;
6.54202e-06;-0.12962;
6.54302e-06;-0.12962;
6.54402e-06;-0.12962;
6.54502e-06;-0.12962;
6.54602e-06;-0.12962;
6.54702e-06;-0.12962;
6.54802e-06;-0.12962;
6.54902e-06;-0.12962;
6.55002e-06;-0.12962;
6.55102e-06;-0.12962;
6.55202e-06;-0.12962;
6.55302e-06;-0.12962;
6.55402e-06;-0.12962;
6.55502e-06;-0.12962;
6.55602e-06;-0.12962;
6.55702e-06;-0.12962;
6.55802e-06;-0.12962;
6.55902e-06;-0.12962;
6.56002e-06;-0.12962;
6.56102e-06;-0.12962;
6.56202e-06;-0.12962;
6.56302e-06;-0.12962;
6.56402e-06;-0.12962;
6.56502e-06;-0.12962;
6.56602e-06;-0.12962;
6.56702e-06;-0.12962;
6.56802e-06;-0.12962;
6.56902e-06;-0.12962;
6.57002e-06;-0.12962;
6.57102e-06;-0.12962;
6.57202e-06;-0.12962;
6.57302e-06;-0.12962;
6.57402e-06;-0.12962;
6.57502e-06;-0.12962;
6.57602e-06;-0.12962;
6.57702e-06;-0.12962;
6.57802e-06;-0.12962;
6.57902e-06;-0.12962;
6.58002e-06;-0.12962;
6.58102e-06;-0.12962;
6.58202e-06;-0.12962;
6.58302e-06;-0.12962;
6.58402e-06;-0.12962;
6.58502e-06;-0.12962;
6.58602e-06;-0.12962;
6.58702e-06;-0.12962;
6.58802e-06;-0.12962;
6.58902e-06;-0.12962;
6.59002e-06;-0.12962;
6.59102e-06;-0.12962;
6.59202e-06;-0.12962;
6.59302e-06;-0.12962;
6.59402e-06;-0.12962;
6.59502e-06;-0.12962;
6.59602e-06;-0.12962;
6.59702e-06;-0.12962;
6.59802e-06;-0.12962;
6.59902e-06;-0.12962;
6.60002e-06;-0.12962;
6.60102e-06;-0.12962;
6.60202e-06;-0.12962;
6.60302e-06;-0.12962;
6.60402e-06;-0.12962;
6.60502e-06;-0.12962;
6.60602e-06;-0.12962;
6.60702e-06;-0.12962;
6.60802e-06;-0.12962;
6.60902e-06;-0.12962;
6.61002e-06;-0.12962;
6.61102e-06;-0.12962;
6.61202e-06;-0.12962;
6.61302e-06;-0.12962;
6.61402e-06;-0.12962;
6.61502e-06;-0.12962;
6.61602e-06;-0.12962;
6.61702e-06;-0.12962;
6.61802e-06;-0.12962;
6.61902e-06;-0.12962;
6.62002e-06;-0.12962;
6.62102e-06;-0.12962;
6.62202e-06;-0.12962;
6.62302e-06;-0.12962;
6.62402e-06;-0.12962;
6.62502e-06;-0.12962;
6.62602e-06;-0.12962;
6.62702e-06;-0.12962;
6.62802e-06;-0.12962;
6.62902e-06;-0.12962;
6.63002e-06;-0.12962;
6.63102e-06;-0.12962;
6.63202e-06;-0.12962;
6.63302e-06;-0.12962;
6.63402e-06;-0.12962;
6.63502e-06;-0.12962;
6.63602e-06;-0.12962;
6.63702e-06;-0.12962;
6.63802e-06;-0.12962;
6.63902e-06;-0.12962;
6.64002e-06;-0.12962;
6.64102e-06;-0.12962;
6.64202e-06;-0.12962;
6.64302e-06;-0.12962;
6.64402e-06;-0.12962;
6.64502e-06;-0.12962;
6.64602e-06;-0.12962;
6.64702e-06;-0.12962;
6.64802e-06;-0.12962;
6.64902e-06;-0.12962;
6.65002e-06;-0.12962;
6.65102e-06;-0.12962;
6.65202e-06;-0.12962;
6.65302e-06;-0.12962;
6.65402e-06;-0.12962;
6.65502e-06;-0.12962;
6.65602e-06;-0.12962;
6.65702e-06;-0.12962;
6.65802e-06;-0.12962;
6.65902e-06;-0.12962;
6.66002e-06;-0.12962;
6.66102e-06;-0.12962;
6.66202e-06;-0.12962;
6.66302e-06;-0.12962;
